scriptSerial,title,TitleJP-CN,tragedySet,creator,box,setNumber,boxAlt,setNumberAlt,loopsHard,loopsEasy,loopsRange,daysPerLoop,specialRules,notes,mainPlot,SubPlot 1,SubPlot 2,Cast 1 ID,Cast 1 Role,Cast 2 ID,Cast 2 Role,Cast 3 ID,Cast 3 Role,Cast 4 ID,Cast 4 Role,Cast 5 ID,Cast 5 Role,Cast 6 ID,Cast 6 Role,Cast 7 ID,Cast 7 Role,Cast 8 ID,Cast 8 Role,Cast 9 ID,Cast 9 Role,Cast 10 ID,Cast 10 Role,Cast 11 ID,Cast 11 Role,Cast 12 ID,Cast 12 Role,Day 1,Incident 1,Culprit 1 ID,Culprit 1 Role,Day 2,Incident 2,Culprit 2 ID,Culprit 2 Role,Day 3,Incident 3,Culprit 3 ID,Culprit 3 Role,Day 4,Incident 4,Culprit 4 ID,Culprit 4 Role,Day 5,Incident 5,Culprit 5 ID,Culprit 5 Role,Day 6,Incident 6,Culprit 6 ID,Culprit 6 Role,Day 7,Incident 7,Culprit 7 ID,Culprit 7 Role,Day 8,Incident 8,Culprit 8 ID,Culprit 8 Role,Day 9,Incident 9,Culprit 9 ID,Culprit 9 Role,Day 10,Incident 10,Culprit 10 ID,Culprit 10 Role
FS-001-NT,The First Script (NT),はじまりの脚本 ,First Steps,BakaFire,New Tragedies,1,,,,3,3,3,,,Murder Plan,Shadow of the Ripper,,Girl Student,Key Person,Office Worker,Killer,Doctor,Brain,Pop Idol,Conspiracy Theorist,Shrine Maiden,Serial Killer,Boy Student,Person,,,,,,,,,,,,,3,Suicide,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-002,In the Godless Temple,神亡き宮にて ,First Steps,Kaijin,New Tragedies,2,,,,3,3,4,,,Light of the Avenger,A Hideous Script,,Alien,Brain,Police Officer,Conspiracy Theorist,Office Worker,Curmudgeon,Patient,Friend,Shrine Maiden,Person,Pop Idol,Person,,,,,,,,,,,,,2,Missing Person,Office Worker,,3,Hospital Incident,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-003,The Day Her Feelings Submerged into the Shrine,社に沈む日、彼女の想い ,First Steps,BakaFire,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-004,A Moment in Sangeki City,セツナ・オン・ザ・サンゲキシティ ,First Steps,十六夜,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-005,Do Time Travelers Dream of Comiket?,遡行者たちは有明まんがまつりの夢を見るか ,First Steps,十六夜,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-006,Break the Bird Cage,バード・ケージ・ブレイク ,First Steps,うめゆ,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-007,Unlucky Boy vs Power Duo ,,First Steps,Christian Kudahl,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-008,Complex Complex Complex Complex ,,First Steps,The Delta Autonomy,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-009,Prevailing Secrecy,,First Steps,BakaFire,Tragedy Looper,2,,,3,4,3 – 4,5,,,A Place to Protect,An Unsettling Rumor,,Boy Student,Cultist,Girl Student,Person,Shrine Maiden,Conspiracy Theorist,Office Worker,Person,Doctor,Key Person,Patient,Person,,,,,,,,,,,,,1,Increasing Unease,Shrine Maiden,,3,Hospital Incident,Boy Student,,5,Faraway Murder,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-001,Unstable Life,,First Steps,Ryo.Shin.,Sangeki,90,Fan,,,3,3,2,,,A Place to Protect,Shadow of the Ripper,,Rich Man’s Daughter,Key Person,Henchman,Cultist,Pop Idol,Conspiracy Theorist,Doctor,Serial Killer,Teacher,Person,Black Cat,Person,,,,,,,,,,,,,1,Missing Person,Rich Man’s Daughter,,2,Murder,Pop Idol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-002,The School Tragedy,学校の惨劇,First Steps,ペンスキー,Sangeki,7,Fan,,,3,3,2,,,A Place to Protect,An Unsettling Rumor,,Class Rep,Key Person,Office Worker,Cultist,Pop Idol,Conspiracy Theorist,Shrine Maiden,Person,Rich Man’s Daughter,Person,Boy Student,Person,,,,,,,,,,,,,1,Missing Person,Pop Idol,,2,Suicide,Class Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-003,She's Here,彼女は来た,First Steps,Ryo.Shin.,Sangeki,91,Fan,,,3,3,3,,,Murder Plan,Shadow of the Ripper,,Girl Student,Key Person,Police Officer,Killer,Henchman,Brain,Alien,Conspiracy Theorist,Transfer Student (Day 2),Serial Killer,Office Worker,Person,Forensic Specialist,Person,,,,,,,,,,,1,Increasing Unease,Henchman,,2,Faraway Murder,Police Officer,,3,Missing Person,Transfer Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-004,Heresy Prevails in the Classroom,邪教蔓延る教場,First Steps,Ryo.Shin.,Sangeki,88,Fan,,,3,3,3,,,A Place to Protect,A Hideous Script,,Shrine Maiden,Key Person,Patient,Cultist,Doctor,Conspiracy Theorist,Boy Student,Curmudgeon,Rich Man’s Daughter,Curmudgeon,Soldier,Friend,Alien,Person,Informer,Person,,,,,,,,,1,Suicide,Shrine Maiden,,2,Missing Person,Soldier,,3,Hospital Incident,Rich Man’s Daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-005,A Cruel Shrine Maiden's Thesis,,First Steps,Redless,,,Fan,,3,4,3 – 4,4,,,A Place to Protect,Shadow of the Ripper,,Nurse,Key Person,Pop Idol,Cultist,Girl Student,Conspiracy Theorist,Shrine Maiden,Serial Killer,Class Rep,Person,Patient,Person,Office Worker,Person,,,,,,,,,,,1,Increasing Unease,Office Worker,,4,Missing Person,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-006,Thunder in the City,,First Steps,Redless,,,Fan,,,5,5,5,,,Light of the Avenger,An Unsettling Rumor,,Pop Idol,Brain,Girl Student,Conspiracy Theorist,Journalist,Person,Patient,Person,Shrine Maiden,Person,Boy Student,Person,Rich Man’s Daughter,Person,,,,,,,,,,,3,Hospital Incident,Boy Student,,4,Murder,Rich Man’s Daughter,,5,Missing Person,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-007,A Hideous Cast,最低の配役,First Steps,ペンスキー,Sangeki,102,Fan,,,4,4,1,,,Light of the Avenger,A Hideous Script,,Patient,Brain,Scientist,Conspiracy Theorist,A.I.,Curmudgeon,Office Worker,Friend,Little Sister,Person,,,,,,,,,,,,,,,1,Faraway Murder,Scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-008,Cyberpunk Tragedy 2077,赛博惨剧2077 ,First Steps,清尘 ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-009,Contaminated Box Garden,匣庭の汚染,First Steps,白獅子のケイ ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-010,A Battle of Wits,,First Steps,Dav Flamerock,www.tragedylooperscripts.com (not reviewed),44,Fan,,,3,3,3,,,Light of the Avenger,An Unsettling Rumor,,Rich Man’s Daughter,Brain,Boy Student,Person,Police Officer,Person,Office Worker,Conspiracy Theorist,Nurse,Person,Shrine Maiden,Person,,,,,,,,,,,,,1,Increasing Unease,Office Worker,,2,Spreading,Rich Man’s Daughter,,3,Hospital Incident,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-011,A Decadent Rebellion,,First Steps,CipherCybr,www.tragedylooperscripts.com (not reviewed),161,Fan,,,4,4,4,,,Murder Plan,A Hideous Script,,Patient,Conspiracy Theorist,Nurse,Key Person,Henchman,Brain,Pop Idol,Killer,Police Officer,Person,Girl Student,Friend,Shrine Maiden,Person,Class Rep,Person,,,,,,,,,2,Spreading,Henchman,,3,Murder,Pop Idol,,4,Hospital Incident,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-012,Battle Royale - Tragedy Looper Edition,,First Steps,Res_kun,www.tragedylooperscripts.com (not reviewed),70,Fan,,,5,5,4,,,Murder Plan,A Hideous Script,,Boy Student,Killer,Girl Student,Key Person,Class Rep,Friend,Rich Man’s Daughter,Brain,Mystery Boy,Serial Killer,Pop Idol,Person,Shrine Maiden,Conspiracy Theorist,,,,,,,,,,,1,Increasing Unease,Rich Man’s Daughter,,2,Murder,Boy Student,,4,Murder,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-013,"Goodbye, My Brother",,First Steps,Res_kun,www.tragedylooperscripts.com (not reviewed),65,Fan,,4,5,4 – 5,4,,,Murder Plan,A Hideous Script,,Patient,Key Person,Doctor,Killer,Police Officer,Person,Nurse,Friend,Office Worker,Conspiracy Theorist,Rich Man’s Daughter,Brain,,,,,,,,,,,,,1,Missing Person,Rich Man’s Daughter,,2,Hospital Incident,Doctor,,4,Murder,Office Worker,,5,Suicide,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-014,Hopeless,,First Steps,The Gem Pirate,www.tragedylooperscripts.com (not reviewed),97,Fan,,,3,3,5,,,Light of the Avenger,A Hideous Script,,Boy Student,Person,Girl Student,Brain,Mystery Boy,Serial Killer,Shrine Maiden,Friend,Police Officer,Person,Rich Man’s Daughter,Conspiracy Theorist,Office Worker,Curmudgeon,,,,,,,,,,,1,Increasing Unease,Boy Student,,2,Missing Person,Shrine Maiden,,3,Murder,Mystery Boy,,4,Faraway Murder,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-015,Infiltration,,First Steps,O'Malley,www.tragedylooperscripts.com (not reviewed),90,Fan,,3,4,3 – 4,5,,,Light of the Avenger,A Hideous Script,,Class Rep,Person,Girl Student,Conspiracy Theorist,Rich Man’s Daughter,Brain,Shrine Maiden,Person,Police Officer,Curmudgeon,Office Worker,Person,Informer,Person,Doctor,Curmudgeon,Patient,Friend,,,,,,,2,Missing Person,Girl Student,,3,Spreading,Class Rep,,4,Missing Person,Police Officer,,5,Hospital Incident,Doctor,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-016,"Love, or a Nightmare?",,First Steps,CipherCybr,www.tragedylooperscripts.com (not reviewed),159,Fan,,,4,4,4,,,Light of the Avenger,A Hideous Script,,Patient,Person,Doctor,Curmudgeon,Office Worker,Person,Class Rep,Conspiracy Theorist,Mystery Boy,Cultist,Girl Student,Friend,Informer,Person,Godly Being (∞ 3),Brain,,,,,,,,,1,Increasing Unease,Class Rep,,2,Missing Person,Office Worker,,4,Faraway Murder,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-017,Schoolyard Bedlam,,First Steps,Dav Flamerock,www.tragedylooperscripts.com (not reviewed),43,Fan,,,3,3,4,,,A Place to Protect,Shadow of the Ripper,,Shrine Maiden,Key Person,Girl Student,Serial Killer,Boy Student,Person,Class Rep,Person,Police Officer,Conspiracy Theorist,Pop Idol,Cultist,Informer,Person,,,,,,,,,,,2,Missing Person,Shrine Maiden,,3,Increasing Unease,Pop Idol,,4,Murder,Informer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-018,Servants of Cthulhu,,First Steps,ProdigalPlaneswalker,www.tragedylooperscripts.com (not reviewed),68,Fan,,3,4,3 – 4,4,,,A Place to Protect,Shadow of the Ripper,,Shrine Maiden,Key Person,Class Rep,Cultist,Rich Man’s Daughter,Conspiracy Theorist,Girl Student,Serial Killer,Nurse,Person,Informer,Person,,,,,,,,,,,,,2,Increasing Unease,Class Rep,,3,Missing Person,Shrine Maiden,,4,Murder,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-019,Tainted Candy,,First Steps,ProdigalPlaneswalker,www.tragedylooperscripts.com (not reviewed),1,Fan,,3,4,3 – 4,3,,,A Place to Protect,A Hideous Script,,Girl Student,Key Person,Henchman,Cultist,Class Rep,Conspiracy Theorist,Boy Student,Person,Rich Man’s Daughter,Curmudgeon,Patient,Friend,,,,,,,,,,,,,1,Suicide,Patient,,2,Missing Person,Henchman,,3,Suicide,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-020,The Red Fog,,First Steps,ZenKristoffer,www.tragedylooperscripts.com (not reviewed),63,Fan,,,3,3,5,,,A Place to Protect,Shadow of the Ripper,,Doctor,Key Person,Nurse,Cultist,Patient,Person,Shrine Maiden,Serial Killer,Office Worker,Person,Police Officer,Conspiracy Theorist,Boy Student,Friend,Class Rep,Person,,,,,,,,,2,Murder,Patient,,3,Increasing Unease,Boy Student,,4,Faraway Murder,Class Rep,,5,Hospital Incident,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-021,The World Evervolving,,First Steps,CipherCybr,www.tragedylooperscripts.com (not reviewed),162,Fan,,,4,4,4,,,A Place to Protect,A Hideous Script,,Shrine Maiden,Friend,Boy Student,Conspiracy Theorist,Girl Student,Person,Rich Man’s Daughter,Person,Office Worker,Cultist,Informer,Key Person,Doctor,Curmudgeon,Nurse,Person,,,,,,,,,1,Increasing Unease,Doctor,,3,Missing Person,Shrine Maiden,,4,Faraway Murder,Office Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-022,Those from Beyond,,First Steps,CipherCybr,www.tragedylooperscripts.com (not reviewed),164,Fan,,,3,3,4,,,Light of the Avenger,Shadow of the Ripper,,Doctor,Person,Patient,Conspiracy Theorist,Shrine Maiden,Brain,Illusion,Serial Killer,Office Worker,Person,Mystery Boy,Key Person,Class Rep,Person,,,,,,,,,,,2,Murder,Patient,,3,Missing Person,Office Worker,,4,Suicide,Mystery Boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-023,Tofu Murder Case,豆腐殺人事件,First Steps,じーちゃん,,,Fan,,,4,4,5,,,Murder Plan,A Hideous Script,,Pop Idol,Key Person,Girl Student,Killer,Police Officer,Brain,Rich Man’s Daughter,Conspiracy Theorist,Patient,Curmudgeon,Shrine Maiden,Friend,Boy Student,Person,,,,,,,,,,,2,Suicide,Shrine Maiden,,3,Murder,Rich Man’s Daughter,,5,Increasing Unease,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-F-024,United We Fall,,First Steps,ChrisMaxheart,www.tragedylooperscripts.com (not reviewed),163,Fan,,2,3,2 – 3,4,,,Murder Plan,Shadow of the Ripper,,Girl Student,Key Person,Shrine Maiden,Killer,Rich Man’s Daughter,Brain,Boy Student,Conspiracy Theorist,Office Worker,Serial Killer,Nurse,Person,,,,,,,,,,,,,2,Increasing Unease,Rich Man’s Daughter,,3,Murder,Boy Student,,4,Suicide,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-001,Counting Gravestones,墓石カウンティング ,Haunted Stage,Bakafire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-002,All Men Are Monsters ~Protect the Women~,男はみなモンスタ一~女性たちを守れ~ ,Haunted Stage,BakaFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-003,The Wolf Girl and the Fairytale,狼少女と御伽噺 ,Haunted Stage,BakaFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-004,The Dead Sure Are Noisy Tonight,今宵は死者が煩すぎる ,Haunted Stage,BakaFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-005,Nyarlathotep ,,Haunted Stage,BakaFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-006,Death Box,死匣 ,Haunted Stage,月刻夜火团,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-007,Let the Dark Prayer Resound in the Twilight,昏い祈りよ黄昏に響け ,Haunted Stage,十六夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-008,Cat Tale,猫物語 ,Haunted Stage,秋山真琴,,,,,,,,,,Named after the Nekomonogatari novel/anime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-010,Self-Observation Diary,ジブン観察日記,Haunted Stage,siro_xx,Haunted Stage,2,,,,4,4,5,,,Prime Evil,Zombie Apocalypse,The Deep Hole,Boy Student,Spellcaster,Girl Student,Horror,Rich Man’s Daughter,Person,Shrine Maiden,Monster,Police Officer,Person,Office Worker,Person,Informer,Person,Doctor,Nightmare (Haunted Stage),Patient,Ghost (Haunted Stage),,,,,,,1,Sacrifice,Patient,,4,Monster Liberation,Boy Student,,5,Hundred Demons Night,Office Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-011,Imposter Advisory,ニセモノ注意報,Haunted Stage,siro_xx,Haunted Stage,3,,,,4,4,5,,,Full Moon Night,Boundary Between Life and Death,The Deep Hole,Boy Student,Horror,Girl Student,Person,Rich Man’s Daughter,Spellcaster,Shrine Maiden,Werewolf (Haunted Stage),Police Officer,Monster,Office Worker,Nightmare (Haunted Stage),Informer,Overlord,Doctor,Monster,Patient,Person,,,,,,,1,Increasing Unease,Rich Man’s Daughter,,2,Blasphemy,Girl Student,,5,Serial Murder,Boy Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-012,Proxy Angel,代行天使,Haunted Stage,Translated by megakun,Haunted Stage,6,,,,7,7,5,,,Ancient Shrine,Max Crazy Gauge,Expanding Urban Legend,Boy Student,Spellcaster,Rich Man’s Daughter,Person,Shrine Maiden,Person,Police Officer,Nightmare (Haunted Stage),Patient,Person,Pop Idol,Horror,Journalist,Person,Henchman,Ghost (Haunted Stage),Scientist,Curse God,,,,,,,1,Sacrifice,Shrine Maiden,,2,Sacrifice,Boy Student,,3,Sacrifice,Pop Idol,,4,Sacrifice,Rich Man’s Daughter,,5,Sacrifice,Henchman,,,,,,,,,,,,,,,,,,,,,
HS-013,Lonely Hide and Seek,孤独ノ隠レンボ,Haunted Stage,siro_xx,Haunted Stage,1,,,,3,3,5,,,The Cursed Doll,Expanding Urban Legend,Max Crazy Gauge,Boy Student,Spellcaster,Girl Student,Person,Rich Man’s Daughter,Nightmare (Haunted Stage),Shrine Maiden,Human Doll,Police Officer,Ghost (Haunted Stage),Office Worker,Person,Informer,Poltergeist,Doctor,Horror,Patient,Ghost (Haunted Stage),,,,,,,2,Curse,Boy Student,,4,Blasphemy,Girl Student,,5,Infestation,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-014,Perfect Crime Love Letter,完全犯罪ラブレター,Haunted Stage,siro_xx,Haunted Stage,4,,,,4,4,5,,,Full Moon Night,Zombie Apocalypse,The Deep Hole,Boy Student,Nightmare (Haunted Stage),Girl Student,Werewolf (Haunted Stage),Rich Man’s Daughter,Spellcaster,Shrine Maiden,Spellcaster,Police Officer,Person,Office Worker,Person,Informer,Horror,Doctor,Person,Patient,Monster,,,,,,,1,Sacrifice,Boy Student,,2,Infestation,Office Worker,,5,Repeating Nightmare,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-015,Illusions Die in the City,幻想は都市で死ぬ,Haunted Stage,Translated by megakun,Haunted Stage,8,,,,4,4,6,,,Full Moon Night,The Deep Hole,Max Crazy Gauge,Boy Student,Werewolf (Haunted Stage),Shrine Maiden,Person,Office Worker,Ghost (Haunted Stage),Informer,Horror,Mystery Boy,Curse God,Pop Idol,Nightmare (Haunted Stage),Journalist,Spellcaster,Scientist,Monster,Illusion,Person,,,,,,,3,Curse,Boy Student,,5,Repeating Nightmare,Shrine Maiden,,6,Blasphemy,Scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-016,Aimless Imitation Musical Chairs,猿マネ椅子盗りゲーム,Haunted Stage,siro_xx,Haunted Stage,5,,,,5,5,5,,,Prime Evil,Boundary Between Life and Death,Dance Party of the Dead,Boy Student,Horror,Girl Student,Nightmare (Haunted Stage),Rich Man’s Daughter,Person,Shrine Maiden,Monster,Police Officer,Ghost (Haunted Stage),Office Worker,Person,Informer,Person,Doctor,Ghost (Haunted Stage),Patient,Overlord,,,,,,,1,Increasing Unease,Rich Man’s Daughter,,2,Monster Liberation,Shrine Maiden,,3,Blasphemy,Girl Student,,4,Infestation,Patient,,5,Hospital Incident,Boy Student,,,,,,,,,,,,,,,,,,,,,
HS-017,Reviving Illusion,蘇る幻影 (マボロシ),Haunted Stage,Translated by megakun,Haunted Stage,7,,,,1,1,6,,,Prime Evil,The Deep Hole,Dance Party of the Dead,Boy Student,Person,Doctor,Person,Patient,Monster,Class Rep,Person,Alien,Person,Pop Idol,Ghost (Haunted Stage),Journalist,Horror,Boss,Nightmare (Haunted Stage) (School),Illusion,Ghost (Haunted Stage),,,,,,,2,Increasing Unease,Journalist,,4,Curse,Boy Student,,5,Repeating Nightmare,Illusion,,6,Monster Liberation,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-001,Master Thief Seven Tails,怪奇セブンテイルス ,Prime Evil,BakaFire,Cosmic Evil,2,,,3,4,3 – 4,4,,,The Cursed Land,Panic and Obsession,The Key Girl,Boy Student,Witch,Rich Man’s Daughter,Ghost,Class Rep,Coward,Shrine Maiden,Key Person,Police Officer,Show-Off,Office Worker,Serial Killer,,,,,,,,,,,,,2,Missing Person,Rich Man’s Daughter,,3,Sacrilegious Murder,Class Rep,,4,Evangelium of the Dead,School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-003,VamP,,Prime Evil,ENTEI,Cosmic Evil,3,,,4,5,4 – 5,5,,,The Noble Bloodline,Those with Habits,Witch’s Curse,Boy Student,Person,Girl Student,Key Person,Class Rep,Person,Shrine Maiden,Loved One,Alien,Conspiracy Theorist,Police Officer,Ghost,Office Worker,Vampire,Pop Idol,Witch,Patient,Serial Killer,,,,,,,3,Fountain of Filth,Hospital,,4,Night of Madness,City,,5,Sacrilegious Murder,Boy Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-004,Zombie Hero,ゾンビヒーロー ,Prime Evil,GEnd,Cosmic Evil,4,,,4,5,4 – 5,6,,,The Ones from the Grave,A Love Affair,People Who Don’t Listen,Girl Student,Person,Mystery Boy,Zombie,Transfer Student (Day 5),Lover,Shrine Maiden,Person,Office Worker,Person,Informer,Show-Off,Journalist,Person,Patient,Loved One,Nurse,Conspiracy Theorist,Henchman,Coward,,,,,2,Evil Contamination,Henchman,,3,Missing Person,Journalist,,4,Night of Madness,Shrine,,5,Sacrilegious Murder,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-005,Hair of the Wolf ,,Prime Evil,Rock’n’Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-006,Ultimate Halloween,アルティメットハロウィーン ,Prime Evil,BakaFire,Cosmic Evil,5,,,4,5,4 – 5,6,,,Moonlight Beast,Monster Intrigue,People Who Don’t Listen,Girl Student,Person,Mystery Boy,Nightmare,Teacher,Person,Transfer Student (Day 5),Coward,Alien,Person,Godly Being (∞ 2),Person,Pop Idol,Person,Forensic Specialist,Conspiracy Theorist,Soldier,Show-Off,Patient,Werewolf,,,,,1,Awakened Curse,School,,2,Increasing Unease,Pop Idol,,3,The Executioner,Girl Student,,4,Sacrilegious Murder,Soldier,,5,Night of Madness,Hospital,,6,Missing Person,Mystery Boy,,,,,,,,,,,,,,,,,
HSA-007,Evil Primes ,,Prime Evil,Hopkins Loopers,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-008,Hatching,孵化 ,Prime Evil,シェフィオン,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-009,"Die, Makoto!",マコト死ね ,Prime Evil,ｋｍ,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-010,Nine Lives ,,Prime Evil,Anantaammon,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-001,A Day Without God,神様がいない日,Prime Evil,xinshouzhier,www.tragedylooperscripts.com (not reviewed),166,Fan,,,65535,65535,1,,,The Noble Bloodline,Panic and Obsession,People Who Don’t Listen,Shrine Maiden,Vampire,Little Sister,Conspiracy Theorist,Black Cat,Serial Killer,Soldier,Show-Off,Doctor,Coward,A.I.,Coward,Copycat,Vampire,Class Rep,Witch,Mystery Boy,Nightmare,Godly Being (∞ 65535),Key Person,,,,,1,Night of Madness,School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-001X,Another Day at the Haunted House,另一个鬼屋一日 ,Prime Evil,新手之二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-002,A Lost Kitten,迷途的小猫 ,Prime Evil,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-003,A Forensic Doctor’s Weekend,法医的周末 ,Prime Evil,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-004,Werewolf Detective Drama,ウェアウルフ捕物劇 ,Prime Evil,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-005,Ragnarok,,Prime Evil,davidchaeB,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-006,The Truth God Only Knows,神のみぞ知る真相 ,Prime Evil,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
